id,Tipo, Asignatura,GRUPO,PE,SEMESTRE,Horas a la semana,Modalidad,Créditos,MODELO,NOMBRE(S),APELLIDOS,LIC MEFI,LCC MEFI,LIS MEFI,LA MEFI,LEM MEFI,LM cupo,CUPO MAX,Lunes,Aula1,Martes,Aula2,Miércoles,Aula3,Jueves,Aula4,Viernes,Aula5,Actualizado
ARQ-1,Obligatoria,Análisis y crítica de la arquitectura a través de la historia A,A-MEFI,ARQ,,,Regular,6,MEFI,GLADYS NOEMÍ,ARANA LÓPEZ,,,,,,,,15:00 - 18:00,VIRTUAL,,,,,,,,,
ARQ-2,Obligatoria,Análisis y crítica de la arquitectura a través de la historia A,C-MEFI,ARQ,,,Regular,6,MEFI,GLADYS NOEMÍ,ARANA LÓPEZ,,,,,,,,15:00 - 18:00,VIRTUAL,,,,,,,,,
ARQ-3,Obligatoria,Análisis y crítica de la arquitectura a través de la historia A,D-MEFI,ARQ,,,Regular,6,MEFI,ROSANGELA,BRAVO CHANG,,,,,,,,7:00 - 10:00,48 C,,,,,,,,,
ARQ-4,Obligatoria,Análisis y crítica de la arquitectura a través de la historia A,B-MEFI,ARQ,,,Regular,6,MEFI,GRACIELA DEL CARMEN,PERAZA CONTRERAS,,,,,,,,10:00 - 13:00,MUSEO 2,,,,,,,,,
ARQ-5,Obligatoria,Análisis y crítica de la arquitectura a través de la historia A,ACO,ARQ,,,Regular,6,MEFI,GLADYS NOEMÍ,ARANA LÓPEZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-6,Obligatoria,Análisis y crítica de la arquitectura a través de la historia B,B-MEFI,ARQ,,,Regular,6,MEFI,ELVIA MARIA,GONZALEZ CANTO,,,,,,,,7:00 - 10:00,AULA VERDE,,,,,,,,,
ARQ-7,Obligatoria,Análisis y crítica de la arquitectura a través de la historia B,D-MEFI,ARQ,,,Regular,6,MEFI,FERNANDO,CAMPOS SANTOYO,,,,,,,,7:00 - 10:00,48 C,,,,,,,,,
ARQ-8,Obligatoria,Análisis y crítica de la arquitectura a través de la historia B,ACOM,ARQ,,,Regular,6,MEFI,ELVIA MARIA,GONZALEZ CANTO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-9,Obligatoria,Análisis y crítica de la arquitectura a través de la historia B,A-MEFI,ARQ,,,Regular,6,MEFI,GLADYS NOEMÍ,ARANA LÓPEZ,,,,,,,,15:00 - 18:00,VIRTUAL,,,,,,,,,
ARQ-10,Obligatoria,Análisis y crítica de la arquitectura a través de la historia B,C-MEFI,ARQ,,,Regular,6,MEFI,CINDY JANET,ARCILA GONZALEZ,,,,,,,,7:00 - 10:00,VIRTUAL,,,,,,,,,
ARQ-11,Obligatoria,Análisis y crítica de la arquitectura a través de la historia C,C-MEFI,ARQ,,,Regular,6,MEFI,RUBI ELINA,RUIZ Y SABIDO,,,,,,,,13:00 - 16:00,57-3,,,,,,,,,
ARQ-12,Obligatoria,Análisis y crítica de la arquitectura a través de la historia C,B-MEFI,ARQ,,,Regular,6,MEFI,RUBI ELINA,RUIZ Y SABIDO,,,,,,,,13:00 - 16:00,57-3,,,,,,,,,
ARQ-13,Obligatoria,Análisis y crítica de la arquitectura a través de la historia C,A-MEFI,ARQ,,,Regular,6,MEFI,ILEANA GUADALUPE,GONGORA HERNANDEZ,,,,,,,,16:00 - 19:00,48 A,,,,,,,,,
ARQ-14,Obligatoria,Análisis y crítica de la arquitectura a través de la historia C,D-MEFI,ARQ,,,Regular,6,MEFI,YURI ALEJANDRINA,ALEJOS PECH,,,,,,,,11:00 - 14:00,48 C,,,,,,,,,
ARQ-15,Obligatoria,Análisis y crítica de la arquitectura a través de la historia C,ACO,ARQ,,,Regular,6,MEFI,RUBI ELINA,RUIZ Y SABIDO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-16,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,B-MEFI,ARQ,,,Regular,6,MEFI,YURI ALEJANDRINA,ALEJOS PECH,,,,,,,,14:00 - 17:00,48 C,,,,,,,,,
ARQ-17,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,A-MEFI,ARQ,,,Regular,6,MEFI,BLANCA ESTHER,PAREDES GUERRERO,,,,,,,,11:00 - 14:00,AULA VERDE,,,,,,,,,
ARQ-18,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,C-MEFI,ARQ,,,Regular,6,MEFI,MELISSA DEL ROSARIO,RAMÍREZ TORRES,,,,,,,,15:00 - 18:00,AULA MAGNA,,,,,,,,,
ARQ-19,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,D-MEFI,ARQ,,,Regular,6,MEFI,MARISOL DEL CARMEN,ORDAZ TAMAYO,,,,,,,,15:00 - 16:30,AULA VERDE,15:00 - 16:30,AULA VERDE,,,,,,,
ARQ-20,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,ACO,ARQ,,,Regular,6,MEFI,BLANCA ESTHER,PAREDES GUERRERO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-21,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,ACO,ARQ,,,Regular,6,MEFI,MELISSA DEL ROSARIO,RAMÍREZ TORRES,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-22,Obligatoria,Análisis y crítica de la conservación del patrimonio cultural edificado,ACOMP,ARQ,,,Regular,6,MEFI,MARISOL DEL CARMEN,ORDAZ TAMAYO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-23,Obligatoria,Composición arquitectonica,A-MEFI,ARQ,,,Regular,8,MEFI,MANUEL ANTONIO,CANTO CASTRO,,,,,,,,10:00 - 12:00,AULA MAGNA,10:00 - 12:00,AULA MAGNA,,,,,,,
ARQ-24,Obligatoria,Composición arquitectonica,B-MEFI,ARQ,,,Regular,8,MEFI,LUZ AURORA,GRACIDA ALVAREZ,,,,,,,,16:00 - 18:00,Biblioteca-3er. piso,16:00 - 18:00,Biblioteca-3er. piso,,,,,,,
ARQ-25,Obligatoria,Composición arquitectonica,D-MEFI,ARQ,,,Regular,8,MEFI,ILEANA,JIMENEZ FAJARDO,,,,,,,,10:00 - 12:00,MUSEO 4,10:00 - 12:00,MUSEO 4,,,,,,,
ARQ-26,Obligatoria,Composición arquitectonica,ACO,ARQ,,,Regular,8,MEFI,ILEANA,JIMENEZ FAJARDO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-27,Obligatoria,Composición arquitectonica,ACOM,ARQ,,,Regular,8,MEFI,LUZ AURORA,GRACIDA ALVAREZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-28,Obligatoria,Composición arquitectonica,C-MEFI,ARQ,,,Regular,8,MEFI,LUZ AURORA,GRACIDA ALVAREZ,,,,,,,,18:00 - 20:00,Biblioteca-3er. piso,18:00 - 20:00,Biblioteca-3er. piso,,,,,,,
ARQ-29,Obligatoria,Costos de construcción,A-MEFI,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,12:00 - 13:30,Biblioteca-3er. piso,12:00 - 13:30,Biblioteca-3er. piso,,,,,,,
ARQ-30,Obligatoria,Costos de construcción,B-MEFI,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,10:00 - 11:30,Biblioteca-3er. piso,10:00 - 11:30,Biblioteca-3er. piso,,,,,,,
ARQ-31,Obligatoria,Costos de construcción,C-MEFI,ARQ,,,Regular,6,MEFI,JULIO ERNESTO,NOVELO GOMEZ,,,,,,,,16:00 - 19:00,TALLER VERDE,,,,,,,,,
ARQ-32,Obligatoria,Costos de construcción,D-MEFI,ARQ,,,Regular,6,MEFI,JORGE ALEJANDRO,LOPÉZ KUK,,,,,,,,10:00 - 13:00,57-1,,,,,,,,,
ARQ-33,Obligatoria,Cultura maya,D-MEFI,ARQ,,,Regular,6,MEFI,AURELIO,SANCHEZ SUAREZ,,,,,,,,9:00 - 12:00,VIRTUAL,,,,,,,,,
ARQ-34,Obligatoria,Cultura maya,A-MEFI,ARQ,,,Regular,6,MEFI,ANA ROSA,DUARTE DUARTE,,,,,,,,9:00 - 12:00,48 B,,,,,,,,,
ARQ-35,Obligatoria,Cultura maya,C-MEFI,ARQ,,,Regular,6,MEFI,MAESTRO,POR DEFINIR,,,,,,,,15:00 - 18:00,VIRTUAL,,,,,,,,,
ARQ-36,Obligatoria,Dibujo arquitectónico mediante software,D-MEFI,ARQ,,,Regular,6,MEFI,ERIDANI BEATRIZ,MAGAÑA MEDINA,,,,,,,,7:00 - 9:00,MUSEO 2,7:00 - 9:00,COMPUTO 2,,,,,,,
ARQ-37,Obligatoria,Dibujo arquitectónico mediante software,A-MEFI,ARQ,,,Regular,6,MEFI,JORGE ERNESTO,RUZ SANGUINO,,,,,,,,7:00 - 9:00,COMPUTO 2,7:00 - 9:00,COMPUTO 2,,,,,,,
ARQ-38,Obligatoria,Dibujo arquitectónico mediante software,C-MEFI,ARQ,,,Regular,6,MEFI,JORGE ERNESTO,RUZ SANGUINO,,,,,,,,7:00 - 9:00,COMPUTO 2,7:00 - 9:00,COMPUTO 2,,,,,,,
ARQ-39,Obligatoria,Dibujo arquitectónico mediante software,B-MEFI,ARQ,,,Regular,6,MEFI,GERARDO,CARRERA ORDAZ,,,,,,,,9:00 - 11:00,COMPUTO 2,9:00 - 11:00,COMPUTO 2,,,,,,,
ARQ-40,Obligatoria,Dibujo arquitectónico,A-MEFI,ARQ,,,Regular,6,MEFI,IRVING RODRIGO,RIVERO BAEZA,,,,,,,,8:00 - 10:00,TALLER AZUL,8:00 - 10:00,TALLER AZUL,,,,,,,
ARQ-41,Obligatoria,Dibujo arquitectónico,D-MEFI,ARQ,,,Regular,6,MEFI,MARISSA,ELJURE FAJARDO,,,,,,,,9:00 - 11:00,TALLER VERDE,9:00 - 11:00,TALLER VERDE,,,,,,,
ARQ-42,Obligatoria,Dibujo arquitectónico,B-MEFI,ARQ,,,Regular,6,MEFI,MARISSA,ELJURE FAJARDO,,,,,,,,7:00 - 9:00,TALLER VERDE,7:00 - 9:00,TALLER VERDE,,,,,,,
ARQ-43,Obligatoria,Dibujo arquitectónico,C-MEFI,ARQ,,,Regular,6,MEFI,GASPAR EMILIO,SEGURA LOPEZ,,,,,,,,10:00 - 12:00,TALLER AZUL,10:00 - 12:00,TALLER AZUL,,,,,,,
ARQ-44,Obligatoria,Dibujo arquitectónico,E-MEFI,ARQ,,,Regular,6,MEFI,GERARDO,CARRERA ORDAZ,,,,,,,,7:00 - 9:00,BOVEDA 1,7:00 - 9:00,BOVEDA 1,,,,,,,
ARQ-45,Obligatoria,Dibujo arquitectónico,ACO,ARQ,,,Regular,6,MEFI,IRVING RODRIGO,RIVERO BAEZA,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-46,Obligatoria,Dibujo arquitectónico,ACOMP,ARQ,,,Regular,6,MEFI,GASPAR EMILIO,SEGURA LOPEZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-47,Obligatoria,Dibujo arquitectónico,ACOM,ARQ,,,Regular,6,MEFI,MARISSA,ELJURE FAJARDO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-48,Obligatoria,Diseño y construcción de estructuras de acero y madera,B-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,13:00 - 16:00,AULA AZUL,,,,,,,,,
ARQ-49,Obligatoria,Diseño y construcción de estructuras de acero y madera,A-MEFI,ARQ,,,Regular,6,MEFI,MAESTRO,POR DEFINIR,,,,,,,,18:00 - 21:00,AULA MAGNA,,,,,,,,,
ARQ-50,Obligatoria,Diseño y construcción de estructuras de acero y madera,C-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,16:00 - 19:00,TALLER AZUL,,,,,,,,,
ARQ-51,Obligatoria,Diseño y construcción de estructuras de acero y madera,ACO,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-52,Obligatoria,Diseño y construcción de estructuras de concreto reforzado,C-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,12:00 - 15:00,Biblioteca-3er. piso,,,,,,,,,
ARQ-53,Obligatoria,Diseño y construcción de estructuras de concreto reforzado,A-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,9:00 - 12:00,MUSEO 4,,,,,,,,,
ARQ-54,Obligatoria,Diseño y construcción de estructuras de concreto reforzado,D-MEFI,ARQ,,,Regular,6,MEFI,DAVID ISRAEL,HU CIAU,,,,,,,,10:00 - 13:00,Biblioteca-3er. piso,,,,,,,,,
ARQ-55,Obligatoria,Diseño y construcción de estructuras de concreto reforzado,B-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN,FERNANDEZ OJEDA,,,,,,,,9:00 - 12:00,Biblioteca-3er. piso,,,,,,,,,
ARQ-56,Obligatoria,Estructuras básicas,C-MEFI,ARQ,,,Regular,6,MEFI,DAVID ISRAEL,HU CIAU,,,,,,,,11:00 - 14:00,AULA VERDE,,,,,,,,,
ARQ-57,Obligatoria,Estructuras básicas,D-MEFI,ARQ,,,Regular,6,MEFI,DAVID ISRAEL,HU CIAU,,,,,,,,7:00 - 10:00,MUSEO 1,,,,,,,,,
ARQ-58,Obligatoria,Estructuras básicas,A-MEFI,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,7:00 - 10:00,Biblioteca-3er. piso,,,,,,,,,
ARQ-59,Obligatoria,Estructuras básicas,B-MEFI,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,7:00 - 10:00,Biblioteca-3er. piso,,,,,,,,,
ARQ-60,Obligatoria,Estructuras básicas,ACO,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-61,Obligatoria,Formación de emprendedores,D-MEFI,ARQ,,,Regular,6,MEFI,DIANA CAROLINA,VEGA BASTO,,,,,,,,16:00 - 19:00,VIRTUAL,,,,,,,,,
ARQ-62,Obligatoria,Formación de emprendedores,C-MEFI,ARQ,,,Regular,6,MEFI,HECTOR,CABAÑAS MARRUFO,,,,,,,,18:00 - 21:00,MUSEO 5,,,,,,,,,
ARQ-63,Obligatoria,Formación de emprendedores,A-MEFI,ARQ,,,Regular,6,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,10:00 - 13:00,48 C,,,,,,,,,
ARQ-64,Obligatoria,Formación de emprendedores,B-MEFI,ARQ,,,Regular,6,MEFI,DIANA CAROLINA,VEGA BASTO,,,,,,,,16:00 - 19:00,VIRTUAL,,,,,,,,,
ARQ-65,Obligatoria,Formación de emprendedores,ACO,ARQ,,,Regular,6,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-66,Obligatoria,Geometría en la arquitectura,A-MEFI,ARQ,,,Regular,8,MEFI,JOSE LUIS,COCOM HERRERA,,,,,,,,7:00 - 10:00,TALLER AZUL,7:00 - 10:00,TALLER AZUL,,,,,,,
ARQ-67,Obligatoria,Geometría en la arquitectura,E-MEFI,ARQ,,,Regular,8,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,13:00 - 16:00,TALLER VERDE,13:00 - 16:00,TALLER VERDE,,,,,,,
ARQ-68,Obligatoria,Geometría en la arquitectura,B-MEFI,ARQ,,,Regular,8,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,13:00 - 16:00,TALLER AZUL,13:00 - 16:00,TALLER AZUL,,,,,,,
ARQ-69,Obligatoria,Geometría en la arquitectura,D-MEFI,ARQ,,,Regular,8,MEFI,JOSE LUIS,COCOM HERRERA,,,,,,,,11:00 - 14:00,TALLER AZUL,11:00 - 14:00,TALLER AZUL,,,,,,,
ARQ-70,Obligatoria,Geometría en la arquitectura,C-MEFI,ARQ,,,Regular,8,MEFI,JOSE LUIS,COCOM HERRERA,,,,,,,,12:00 - 15:00,BOVEDA 1,12:00 - 15:00,BOVEDA 1,,,,,,,
ARQ-71,Obligatoria,Geometría en la arquitectura,ACO,ARQ,,,Regular,8,MEFI,JOSE LUIS,COCOM HERRERA,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-72,Obligatoria,Geometría en la arquitectura,ACOM,ARQ,,,Regular,8,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-73,Obligatoria,Gestión y normativa,B-MEFI,ARQ,,,Regular,4,MEFI,EDGAR POU,CHAPARRO,,,,,,,,17:00 - 19:00,AULA MAGNA,,,,,,,,,
ARQ-74,Obligatoria,Gestión y normativa,C-MEFI,ARQ,,,Regular,4,MEFI,EDGAR POU,CHAPARRO,,,,,,,,19:00 - 21:00,AULA MAGNA,,,,,,,,,
ARQ-75,Obligatoria,Gestión y normativa,A-MEFI,ARQ,,,Regular,4,MEFI,JORGE ALEJANDRO,LOPÉZ KUK,,,,,,,,13:00 - 15:00,57-1,,,,,,,,,
ARQ-76,Obligatoria,Gestión y normativa,D-MEFI,ARQ,,,Regular,4,MEFI,JORGE ALEJANDRO,LOPÉZ KUK,,,,,,,,13:00 - 15:00,MUSEO 4,,,,,,,,,
ARQ-77,Obligatoria,Iluminación e instalaciones eléctricas,A-MEFI,ARQ,,,Regular,6,MEFI,JULIO ERNESTO,NOVELO GOMEZ,,,,,,,,16:00 - 20:00,TALLER VERDE,,,,,,,,,
ARQ-78,Obligatoria,Iluminación e instalaciones eléctricas,B-MEFI,ARQ,,,Regular,6,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,10:00 - 12:00,48 D,10:00 - 12:00,48 D,,,,,,,
ARQ-79,Obligatoria,Iluminación e instalaciones eléctricas,C-MEFI,ARQ,,,Regular,6,MEFI,ANA LESLIE DEL CARMEN,ESCALANTE CANTO,,,,,,,,15:00 - 17:00,MUSEO 4,15:00 - 17:00,MUSEO 4,,,,,,,
ARQ-80,Obligatoria,Iluminación e instalaciones eléctricas,D-MEFI,ARQ,,,Regular,6,MEFI,IGNACIO ANTONIO,PERALTA MUÑOZ,,,,,,,,18:00 - 20:00,AUDIOVISUAL,18:00 - 20:00,AUDIOVISUAL,,,,,,,
ARQ-81,Obligatoria,Iluminación e instalaciones eléctricas,ACO,ARQ,,,Regular,6,MEFI,IGNACIO ANTONIO,PERALTA MUÑOZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-82,Obligatoria,Instalaciones hidráulicas y sanitarias,B-MEFI,ARQ,,,Regular,6,MEFI,ADRIAN RENE,CONTRERAS MANZANILLA,,,,,,,,10:00 - 12:00,AULA MAGNA,10:00 - 12:00,AULA MAGNA,,,,,,,
ARQ-83,Obligatoria,Instalaciones hidráulicas y sanitarias,C-MEFI,ARQ,,,Regular,6,MEFI,MARIANA,RIANCHO ESCALANTE,,,,,,,,16:00 - 18:00,57-1,16:00 - 18:00,57-1,,,,,,,
ARQ-84,Obligatoria,Instalaciones hidráulicas y sanitarias,D-MEFI,ARQ,,,Regular,6,MEFI,JULIO ERNESTO,NOVELO GOMEZ,,,,,,,,18:00 - 20:00,MUSEO 2,18:00 - 20:00,MUSEO 2,,,,,,,
ARQ-85,Obligatoria,Instalaciones hidráulicas y sanitarias,A-MEFI,ARQ,,,Regular,6,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,16:00 - 18:00,48 D,16:00 - 18:00,48 D,,,,,,,
ARQ-86,Obligatoria,Instalaciones hidráulicas y sanitarias,ACO,ARQ,,,Regular,6,MEFI,JUAN FERNANDO,VIANA CHÁVEZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-87,Obligatoria,Instalaciones hidráulicas y sanitarias,ACOM,ARQ,,,Regular,6,MEFI,ADRIAN RENE,CONTRERAS MANZANILLA,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-88,Obligatoria,Introducción a las estructuras,A-MEFI,ARQ,,,Regular,6,MEFI,LUIS ALEJANDRO,GONGORA GARCIA,,,,,,,,10:00 - 12:00,MUSEO 3,10:00 - 12:00,MUSEO 3,,,,,,,
ARQ-89,Obligatoria,Introducción a las estructuras,D-MEFI,ARQ,,,Regular,6,MEFI,JORGE ROLANDO,GARDUÑO CENTENO,,,,,,,,7:00 - 9:00,MUSEO 4,7:00 - 9:00,MUSEO 4,,,,,,,
ARQ-90,Obligatoria,Introducción a las estructuras,B-MEFI,ARQ,,,Regular,6,MEFI,ISIS ELIZABETH,RODRIGUEZ PEREZ,,,,,,,,10:00 - 12:00,MUSEO 2,10:00 - 12:00,MUSEO 2,,,,,,,
ARQ-91,Obligatoria,Introducción a las estructuras,C-MEFI,ARQ,,,Regular,6,MEFI,ISIS ELIZABETH,RODRIGUEZ PEREZ,,,,,,,,8:00 - 10:00,MUSEO 2,8:00 - 10:00,MUSEO 2,,,,,,,
ARQ-92,Obligatoria,Introducción a las estructuras,ACO,ARQ,,,Regular,6,MEFI,ISIS ELIZABETH,RODRIGUEZ PEREZ,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-93,Obligatoria,Introducción a las estructuras,ACOM,ARQ,,,Regular,6,MEFI,LUIS ALEJANDRO,GONGORA GARCIA,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-94,Obligatoria,Percepción y comunicación del espacio,B-MEFI,ARQ,,,Regular,8,MEFI,IRVING RODRIGO,RIVERO BAEZA,,,,,,,,10:00 - 12:00,MUSEO 2,10:00 - 12:00,MUSEO 2,,,,,,,
ARQ-95,Obligatoria,Percepción y comunicación del espacio,D-MEFI,ARQ,,,Regular,8,MEFI,ILEANA,JIMENEZ FAJARDO,,,,,,,,12:00 - 14:00,MUSEO 4,12:00 - 14:00,MUSEO 4,,,,,,,
ARQ-96,Obligatoria,Percepción y comunicación del espacio,C-MEFI,ARQ,,,Regular,8,MEFI,MAELLA MINAKSI,GONZALEZ CETZ,,,,,,,,7:00 - 9:00,MUSEO 2,7:00 - 9:00,MUSEO 2,,,,,,,
ARQ-97,Obligatoria,Percepción y comunicación del espacio,A-MEFI,ARQ,,,Regular,8,MEFI,GASPAR EMILIO,SEGURA LOPEZ,,,,,,,,10:00 - 12:00,MUSEO 4,10:00 - 12:00,MUSEO 4,,,,,,,
ARQ-98,Obligatoria,Planeamiento de obra,A-MEFI,ARQ,,,Regular,6,MEFI,JOSE ANTONIO,CHULIM OROZCO,,,,,,,,7:00 - 10:00,48 C,,,,,,,,,
ARQ-99,Obligatoria,Planeamiento de obra,B-MEFI,ARQ,,,Regular,6,MEFI,JOSE ANTONIO,CHULIM OROZCO,,,,,,,,10:00 - 13:00,48 C,,,,,,,,,
ARQ-100,Obligatoria,Planeamiento de obra,C-MEFI,ARQ,,,Regular,6,MEFI,LUCELLY GUADALUPE,CECILIO PUERTO,,,,,,,,11:00 - 14:00,Salón Agencia,,,,,,,,,
ARQ-101,Obligatoria,Planeamiento de obra,ACO,ARQ,,,Regular,6,MEFI,LUCELLY GUADALUPE,CECILIO PUERTO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-102,Obligatoria,Planeamiento de obra,D-MEFI,ARQ,,,Regular,6,MEFI,LUCELLY GUADALUPE,CECILIO PUERTO,,,,,,,,7:00 - 10:00,48 D,,,,,,,,,
ARQ-103,Obligatoria,Planeamiento urbano regional,A-MEFI,ARQ,,,Regular,6,MEFI,AIDA GEORGINA,MARTINEZ ROSADO,,,,,,,,9:00 - 12:00,MUSEO 3,,,,,,,,,
ARQ-104,Obligatoria,Planeamiento urbano regional,B-MEFI,ARQ,,,Regular,6,MEFI,AIDA GEORGINA,MARTINEZ ROSADO,,,,,,,,9:00 - 12:00,48 C,,,,,,,,,
ARQ-105,Obligatoria,Planeamiento urbano regional,C-MEFI,ARQ,,,Regular,6,MEFI,ROBERTO,REYES PEREZ,,,,,,,,12:00 - 15:00,MUSEO 4,,,,,,,,,
ARQ-106,Obligatoria,Planeamiento urbano regional,D-MEFI,ARQ,,,Regular,6,MEFI,YOLANDA,FERNANDEZ MARTINEZ,,,,,,,,9:00 - 12:00,57-2,,,,,,,,,
ARQ-107,Obligatoria,Practicas profesionales,A,ARQ,,,Regular,10,MEFI,ELVIA MARIA,GONZALEZ CANTO,,,,,,,,21:00 - 22:00,sala de maestros - convento,,,,,,,,,
ARQ-108,Obligatoria,Practicas profesionales,B,ARQ,,,Regular,10,MEFI,,,,,,,,,,,,,,,,,,,,
ARQ-109,Obligatoria,Practicas profesionales,C,ARQ,,,Regular,10,MEFI,,,,,,,,,,,,,,,,,,,,
ARQ-110,Obligatoria,Practicas profesionales,D,ARQ,,,Regular,10,MEFI,,,,,,,,,,,,,,,,,,,,
ARQ-111,Obligatoria,Practicas profesionales,E,ARQ,,,Regular,10,MEFI,,,,,,,,,,,,,,,,,,,,
ARQ-112,Obligatoria,Principios de diseño urbano,D-MEFI,ARQ,,,Regular,8,MEFI,KARLA LETICIA,ALFARO CALDERON,,,,,,,,16:00 - 18:00,VIRTUAL,16:00 - 18:00,VIRTUAL,,,,,,,
ARQ-113,Obligatoria,Principios de diseño urbano,B-MEFI,ARQ,,,Regular,8,MEFI,AIDA GEORGINA,MARTINEZ ROSADO,,,,,,,,7:00 - 9:00,MUSEO 1,7:00 - 9:00,MUSEO 1,,,,,,,
ARQ-114,Obligatoria,Principios de diseño urbano,A-MEFI,ARQ,,,Regular,8,MEFI,AIDA GEORGINA,MARTINEZ ROSADO,,,,,,,,12:00 - 14:00,MUSEO 1,12:00 - 14:00,MUSEO 1,,,,,,,
ARQ-115,Obligatoria,Principios de diseño urbano,C-MEFI,ARQ,,,Regular,8,MEFI,SHEILA ISABEL,IRIGOYEN ZOZAYA,,,,,,,,7:00 - 9:00,AULA MAGNA,7:00 - 9:00,AULA MAGNA,,,,,,,
ARQ-116,Obligatoria,Principios de investigación,A-MEFI,ARQ,,,Regular,6,MEFI,MARIA ELENA,TORRES PEREZ,,,,,,,,9:00 - 12:00,48 A,,,,,,,,,
ARQ-117,Obligatoria,Principios de investigación,D-MEFI,ARQ,,,Regular,6,MEFI,HECTOR,CABAÑAS MARRUFO,,,,,,,,15:00 - 18:00,MUSEO 1,,,,,,,,,
ARQ-118,Obligatoria,Principios de investigación,B-MEFI,ARQ,,,Regular,6,MEFI,ILEANA GUADALUPE,GONGORA HERNANDEZ,,,,,,,,15:00 - 18:00,VIRTUAL,,,,,,,,,
ARQ-119,Obligatoria,Principios de investigación,C-MEFI,ARQ,,,Regular,6,MEFI,MAELLA MINAKSI,GONZALEZ CETZ,,,,,,,,9:00 - 12:00,57-2,,,,,,,,,
ARQ-120,Obligatoria,Procesos de diseño,D-MEFI,ARQ,,,Regular,8,MEFI,JUAN CARLOS,SANCHEZ ARCEO,,,,,,,,10:00 - 12:00,MUSEO 3,10:00 - 12:00,MUSEO 3,,,,,,,
ARQ-121,Obligatoria,Procesos de diseño,C-MEFI,ARQ,,,Regular,8,MEFI,HERNAN F.,GOMEZ AMARO,,,,,,,,7:00 - 9:00,AULA VERDE,7:00 - 9:00,AULA VERDE,,,,,,,
